DATE,SINGAPORE - SINGAPORE DOLLAR/US$,CHINA - YUAN/US$
12/16/2009,1.3964,6.8279
12/17/2009,1.404,6.8286
12/18/2009,1.4033,6.828
12/21/2009,1.4053,6.8284
12/22/2009,1.4076,6.8285
12/23/2009,1.4082,6.8282
12/24/2009,1.407,6.8271
12/25/2009,ND,ND
12/28/2009,1.406,6.8299
12/29/2009,1.4045,6.8289
12/30/2009,1.4048,6.8244
12/31/2009,1.4035,6.8259
1/1/2010,ND,ND
1/4/2010,1.3971,6.8273
1/5/2010,1.3956,6.8258
1/6/2010,1.3945,6.8272
1/7/2010,1.3971,6.828
1/8/2010,1.3941,6.8274
1/11/2010,1.3878,6.8263
1/12/2010,1.3884,6.8267
1/13/2010,1.3885,6.8295
1/14/2010,1.3879,6.8265
1/15/2010,1.391,6.8269
1/18/2010,ND,ND
1/19/2010,1.3908,6.8268
1/20/2010,1.4006,6.8258
1/21/2010,1.401,6.8268
1/22/2010,1.402,6.827
1/25/2010,1.3995,6.8268
1/26/2010,1.4044,6.8263
1/27/2010,1.4044,6.8268
1/28/2010,1.4025,6.8267
1/29/2010,1.4055,6.8268
2/1/2010,1.4122,6.826
2/2/2010,1.4092,6.827
2/3/2010,1.4121,6.826
2/4/2010,1.42,6.828
2/5/2010,1.4228,6.8275
2/8/2010,1.4214,6.8265
2/9/2010,1.4165,6.8267
2/10/2010,1.4178,6.828
2/11/2010,1.4129,6.8328
2/12/2010,1.4115,6.8326
2/15/2010,ND,ND
2/16/2010,1.4059,6.8326
2/17/2010,1.4063,6.8326
2/18/2010,1.4077,6.833
2/19/2010,1.4126,6.829
2/22/2010,1.4085,6.8264
2/23/2010,1.4105,6.8267
2/24/2010,1.4085,6.8269
2/25/2010,1.4107,6.8267
2/26/2010,1.4049,6.8258
3/1/2010,1.4059,6.8263
3/2/2010,1.4035,6.8265
3/3/2010,1.3981,6.8258
3/4/2010,1.4001,6.8258
3/5/2010,1.3991,6.826
3/8/2010,1.3992,6.8261
3/9/2010,1.3983,6.8263
3/10/2010,1.3976,6.8259
3/11/2010,1.3977,6.8266
3/12/2010,1.394,6.8254
3/15/2010,1.3981,6.8259
3/16/2010,1.3949,6.8257
3/17/2010,1.393,6.8259
3/18/2010,1.396,6.8261
3/19/2010,1.398,6.8265
3/22/2010,1.4025,6.8266
3/23/2010,1.3999,6.8263
3/24/2010,1.4055,6.8266
3/25/2010,1.4055,6.827
3/26/2010,1.4033,6.8269
3/29/2010,1.3988,6.8264
3/30/2010,1.3997,6.8258
3/31/2010,1.3986,6.8258
4/1/2010,1.3965,6.8263
4/2/2010,1.3985,6.8255
4/5/2010,1.3971,6.8256
4/6/2010,1.3966,6.825
4/7/2010,1.3946,6.8254
4/8/2010,1.3941,6.824
4/9/2010,1.389,6.8229
4/12/2010,1.3902,6.8252
4/13/2010,1.3922,6.8255
4/14/2010,1.3732,6.8258
4/15/2010,1.3744,6.826
4/16/2010,1.3746,6.8253
4/19/2010,1.3795,6.8262
4/20/2010,1.3749,6.8253
4/21/2010,1.3723,6.8275
4/22/2010,1.3733,6.8263
4/23/2010,1.371,6.827
4/26/2010,1.3679,6.8266
4/27/2010,1.3722,6.8256
4/28/2010,1.3763,6.8245
4/29/2010,1.3683,6.8259
4/30/2010,1.3701,6.8247
5/3/2010,1.3717,6.8245
5/4/2010,1.3783,6.826
5/5/2010,1.3915,6.8263
5/6/2010,1.3975,6.8265
5/7/2010,1.3951,6.8254
5/10/2010,1.3804,6.8263
5/11/2010,1.3808,6.8285
5/12/2010,1.38,6.827
5/13/2010,1.3813,6.8278
5/14/2010,1.3868,6.8263
5/17/2010,1.3932,6.8274
5/18/2010,1.3883,6.8273
5/19/2010,1.3997,6.8269
5/20/2010,1.41,6.8277
5/21/2010,1.408,6.8262
5/24/2010,1.4055,6.8286
5/25/2010,1.4187,6.831
5/26/2010,1.4078,6.8292
5/27/2010,1.4019,6.8296
5/28/2010,1.404,6.8305
5/31/2010,ND,ND
6/1/2010,1.409,6.8275
6/2/2010,1.4092,6.8296
6/3/2010,1.4054,6.8283
6/4/2010,1.4117,6.8268
6/7/2010,1.4146,6.8322
6/8/2010,1.4156,6.8294
6/9/2010,1.411,6.8285
6/10/2010,1.4037,6.8305
6/11/2010,1.403,6.832
6/14/2010,1.3935,6.8323
6/15/2010,1.394,6.8323
6/16/2010,1.3939,6.8323
6/17/2010,1.392,6.829
6/18/2010,1.3845,6.8267
6/21/2010,1.3743,6.7968
6/22/2010,1.3812,6.8127
6/23/2010,1.3866,6.8124
6/24/2010,1.3926,6.8001
6/25/2010,1.3891,6.7911
6/28/2010,1.386,6.796
6/29/2010,1.4012,6.7977
6/30/2010,1.3961,6.7815
7/1/2010,1.395,6.7807
7/2/2010,1.3945,6.7709
7/5/2010,ND,ND
7/6/2010,1.3856,6.7801
7/7/2010,1.387,6.777
7/8/2010,1.3797,6.7763
7/9/2010,1.3802,6.772
7/12/2010,1.3831,6.7709
7/13/2010,1.3755,6.772
7/14/2010,1.3732,6.7714
7/15/2010,1.3751,6.7774
7/16/2010,1.3768,6.775
7/19/2010,1.3769,6.778
7/20/2010,1.3745,6.7781
7/21/2010,1.3753,6.7769
7/22/2010,1.373,6.7795
7/23/2010,1.3709,6.7803
7/26/2010,1.3611,6.7788
7/27/2010,1.3623,6.7781
7/28/2010,1.366,6.778
7/29/2010,1.3629,6.776
7/30/2010,1.3595,6.7735
8/2/2010,1.3506,6.774
8/3/2010,1.349,6.7728
8/4/2010,1.3521,6.772
8/5/2010,1.3528,6.7705
8/6/2010,1.3475,6.768
8/9/2010,1.3477,6.767
8/10/2010,1.356,6.772
8/11/2010,1.3645,6.7745
8/12/2010,1.3608,6.7843
8/13/2010,1.3625,6.7957
8/16/2010,1.3612,6.8038
8/17/2010,1.3528,6.792
8/18/2010,1.3489,6.7911
8/19/2010,1.3545,6.7897
8/20/2010,1.3583,6.79
8/23/2010,1.357,6.7995
8/24/2010,1.3591,6.7966
8/25/2010,1.3607,6.7995
8/26/2010,1.355,6.7998
8/27/2010,1.3528,6.7977
8/30/2010,1.354,6.8029
8/31/2010,1.3546,6.8069
9/1/2010,1.3468,6.8102
9/2/2010,1.3457,6.807
9/3/2010,1.3437,6.8014
9/6/2010,ND,ND
9/7/2010,1.3477,6.7906
9/8/2010,1.343,6.794
9/9/2010,1.341,6.782
9/10/2010,1.34,6.769
9/13/2010,1.3362,6.7595
9/14/2010,1.3326,6.743
9/15/2010,1.3379,6.738
9/16/2010,1.3373,6.725
9/17/2010,1.3363,6.723
9/20/2010,1.3331,6.7135
9/21/2010,1.3315,6.7059
9/22/2010,1.3258,6.7035
9/23/2010,1.3262,6.7046
9/24/2010,1.3226,6.7035
9/27/2010,1.3217,6.6911
9/28/2010,1.318,6.6904
9/29/2010,1.315,6.6869
9/30/2010,1.3162,6.6905
10/1/2010,1.3117,6.6895
10/4/2010,1.3143,6.6912
10/5/2010,1.3098,6.6906
10/6/2010,1.3072,6.6893
10/7/2010,1.3075,6.6903
10/8/2010,1.3055,6.671
10/11/2010,ND,ND
10/12/2010,1.306,6.6733
10/13/2010,1.3027,6.6634
10/14/2010,1.2972,6.6505
10/15/2010,1.2961,6.6397
10/18/2010,1.2985,6.644
10/19/2010,1.3075,6.6444
10/20/2010,1.3028,6.6518
10/21/2010,1.299,6.6502
10/22/2010,1.2994,6.6583
10/25/2010,1.292,6.6579
10/26/2010,1.2974,6.6625
10/27/2010,1.306,6.6805
10/28/2010,1.296,6.6867
10/29/2010,1.2945,6.6707
11/1/2010,1.2916,6.6892
11/2/2010,1.2872,6.6775
11/3/2010,1.2887,6.6758
11/4/2010,1.2824,6.6609
11/5/2010,1.2862,6.655
11/8/2010,1.2869,6.6791
11/9/2010,1.2855,6.6424
11/10/2010,1.2885,6.6335
11/11/2010,ND,ND
11/12/2010,1.2934,6.6368
11/15/2010,1.3009,6.6418
11/16/2010,1.3046,6.6378
11/17/2010,1.3017,6.6415
11/18/2010,1.2963,6.633
11/19/2010,1.298,6.6398
11/22/2010,1.2981,6.6414
11/23/2010,1.3129,6.6433
11/24/2010,1.3085,6.6529
11/25/2010,ND,ND
11/26/2010,1.3194,6.6675
11/29/2010,1.3223,6.66
11/30/2010,1.3202,6.667
12/1/2010,1.309,6.663
12/2/2010,1.3062,6.6609
12/3/2010,1.303,6.6628
12/6/2010,1.3055,6.6483
12/7/2010,1.3035,6.6455
12/8/2010,1.3147,6.6616
12/9/2010,1.312,6.6549
12/10/2010,1.3083,6.655
12/13/2010,1.3043,6.6652
12/14/2010,1.3012,6.6563
12/15/2010,1.3126,6.6541
12/16/2010,1.3163,6.6635
12/17/2010,1.3164,6.6545
12/20/2010,1.3165,6.6745
12/21/2010,1.3125,6.658
12/22/2010,1.3068,6.645
12/23/2010,1.3046,6.645
12/24/2010,ND,ND
12/27/2010,1.3005,6.6306
12/28/2010,1.2967,6.6247
12/29/2010,1.2942,6.62
12/30/2010,1.2885,6.6
12/31/2010,ND,ND
1/3/2011,1.2842,6.5895
1/4/2011,1.2874,6.6065
1/5/2011,1.2911,6.585
1/6/2011,1.2949,6.626
1/7/2011,1.2945,6.6276
1/10/2011,1.2986,6.6364
1/11/2011,1.2938,6.6185
1/12/2011,1.2892,6.6037
1/13/2011,1.2842,6.6044
1/14/2011,1.2886,6.5876
1/17/2011,ND,ND
1/18/2011,1.2824,6.5828
1/19/2011,1.2815,6.5823
1/20/2011,1.2887,6.5852
1/21/2011,1.283,6.5831
1/24/2011,1.2806,6.5809
1/25/2011,1.2819,6.5824
1/26/2011,1.2793,6.5814
1/27/2011,1.2791,6.5814
1/28/2011,1.2841,6.5819
1/31/2011,1.2794,6.6017
2/1/2011,1.2712,6.5937
2/2/2011,1.272,6.556
2/3/2011,1.2741,6.556
2/4/2011,1.2746,6.556
2/7/2011,1.2742,6.56
2/8/2011,1.2716,6.552
2/9/2011,1.2736,6.5914
2/10/2011,1.2768,6.5864
2/11/2011,1.2829,6.5917
2/14/2011,1.2821,6.5965
2/15/2011,1.28,6.5884
2/16/2011,1.2796,6.5884
2/17/2011,1.2757,6.585
2/18/2011,1.2736,6.5731
2/21/2011,ND,ND
2/22/2011,1.2791,6.5795
2/23/2011,1.2772,6.5741
2/24/2011,1.2756,6.572
2/25/2011,1.2727,6.5749
2/28/2011,1.272,6.5713
3/1/2011,1.2707,6.57
3/2/2011,1.2694,6.5723
3/3/2011,1.268,6.5717
3/4/2011,1.2665,6.567
3/7/2011,1.2655,6.554
3/8/2011,1.2675,6.5684
3/9/2011,1.2675,6.558
3/10/2011,1.2715,6.5731
3/11/2011,1.2682,6.5742
3/14/2011,1.2675,6.5696
3/15/2011,1.2805,6.573
3/16/2011,1.2817,6.5713
3/17/2011,1.2782,6.5743
3/18/2011,1.2744,6.5689
3/21/2011,1.2672,6.5635
3/22/2011,1.2631,6.551
3/23/2011,1.2654,6.5591
3/24/2011,1.2603,6.558
3/25/2011,1.2605,6.5568
3/28/2011,1.2612,6.5643
3/29/2011,1.262,6.56
3/30/2011,1.2621,6.5558
3/31/2011,1.26,6.5483
4/1/2011,1.2606,6.5477
4/4/2011,1.2602,6.5385
4/5/2011,1.2605,6.539
4/6/2011,1.2602,6.544
4/7/2011,1.2611,6.542
4/8/2011,1.257,6.535
4/11/2011,1.2556,6.5381
4/12/2011,1.2588,6.5402
4/13/2011,1.2556,6.5333
4/14/2011,1.248,6.531
4/15/2011,1.2424,6.5317
4/18/2011,1.2489,6.5286
4/19/2011,1.245,6.5303
4/20/2011,1.2385,6.5254
4/21/2011,1.2341,6.492
4/22/2011,1.2338,6.5067
4/25/2011,1.2355,6.5277
4/26/2011,1.2321,6.527
4/27/2011,1.2327,6.5112
4/28/2011,1.2292,6.501
4/29/2011,1.223,6.49
5/2/2011,1.2222,6.492
5/3/2011,1.225,6.4955
5/4/2011,1.2312,6.4925
5/5/2011,1.2382,6.4931
5/6/2011,1.2337,6.4925
5/9/2011,1.2335,6.4937
5/10/2011,1.2335,6.4915
5/11/2011,1.2321,6.4915
5/12/2011,1.241,6.4986
5/13/2011,1.2458,6.4977
5/16/2011,1.25,6.5073
5/17/2011,1.2494,6.5057
5/18/2011,1.2408,6.5029
5/19/2011,1.2399,6.5042
5/20/2011,1.2384,6.4917
5/23/2011,1.2488,6.505
5/24/2011,1.246,6.499
5/25/2011,1.246,6.493
5/26/2011,1.2461,6.4913
5/27/2011,1.236,6.492
5/30/2011,ND,ND
5/31/2011,1.2342,6.4786
6/1/2011,1.231,6.478
6/2/2011,1.2356,6.4824
6/3/2011,1.2292,6.4796
6/6/2011,1.2287,6.4796
6/7/2011,1.2283,6.481
6/8/2011,1.2315,6.4754
6/9/2011,1.2292,6.4757
6/10/2011,1.2345,6.4801
6/13/2011,1.2371,6.483
6/14/2011,1.2307,6.4794
6/15/2011,1.2365,6.482
6/16/2011,1.2405,6.4746
6/17/2011,1.2332,6.47
6/20/2011,1.2349,6.472
6/21/2011,1.2312,6.465
6/22/2011,1.2306,6.4628
6/23/2011,1.2385,6.4676
6/24/2011,1.2372,6.4737
6/27/2011,1.2412,6.4815
6/28/2011,1.2387,6.4699
6/29/2011,1.2327,6.4633
6/30/2011,1.2273,6.4635
7/1/2011,1.2264,6.4645
7/4/2011,ND,ND
7/5/2011,1.2274,6.466
7/6/2011,1.2287,6.467
7/7/2011,1.223,6.4655
7/8/2011,1.2217,6.4645
7/11/2011,1.2272,6.4671
7/12/2011,1.2248,6.472
7/13/2011,1.2176,6.4675
7/14/2011,1.2175,6.459
7/15/2011,1.2173,6.461
7/18/2011,1.2192,6.4688
7/19/2011,1.2152,6.4631
7/20/2011,1.2138,6.4581
7/21/2011,1.2102,6.4535
7/22/2011,1.2082,6.4464
7/25/2011,1.207,6.445
7/26/2011,1.2034,6.4411
7/27/2011,1.2031,6.4428
7/28/2011,1.2021,6.4418
7/29/2011,1.2031,6.436
8/1/2011,1.205,6.4337
8/2/2011,1.2044,6.4379
8/3/2011,1.2065,6.434
8/4/2011,1.2195,6.4377
8/5/2011,1.2214,6.4401
8/8/2011,1.2171,6.4342
8/9/2011,1.2146,6.4304
8/10/2011,1.2177,6.4172
8/11/2011,1.2116,6.3935
8/12/2011,1.211,6.3892
8/15/2011,1.2035,6.3902
8/16/2011,1.2007,6.3818
8/17/2011,1.2025,6.3839
8/18/2011,1.2153,6.3873
8/19/2011,1.208,6.391
8/22/2011,1.2085,6.4004
8/23/2011,1.2038,6.3975
8/24/2011,1.2055,6.388
8/25/2011,1.2105,6.39
8/26/2011,1.2035,6.386
8/29/2011,1.2052,6.3809
8/30/2011,1.2063,6.3802
8/31/2011,1.2031,6.3778
9/1/2011,1.2023,6.3812
9/2/2011,1.2045,6.3821
9/5/2011,ND,ND
9/6/2011,1.2101,6.3901
9/7/2011,1.2093,6.394
9/8/2011,1.213,6.3833
9/9/2011,1.2273,6.388
9/12/2011,1.2362,6.3877
9/13/2011,1.241,6.397
9/14/2011,1.2453,6.391
9/15/2011,1.2442,6.3904
9/16/2011,1.2397,6.3833
9/19/2011,1.2632,6.3864
9/20/2011,1.258,6.3837
9/21/2011,1.274,6.3811
9/22/2011,1.3088,6.3879
9/23/2011,1.295,6.3877
9/26/2011,1.2981,6.3975
9/27/2011,1.2795,6.3975
9/28/2011,1.2855,6.3933
9/29/2011,1.292,6.3964
9/30/2011,1.3006,6.378
10/3/2011,1.3104,6.3745
10/4/2011,1.3135,6.3745
10/5/2011,1.3038,6.3745
10/6/2011,1.3008,6.378
10/7/2011,1.2903,6.3745
10/10/2011,ND,ND
10/11/2011,1.2817,6.3745
10/12/2011,1.2751,6.358
10/13/2011,1.2803,6.382
10/14/2011,1.2662,6.378
10/17/2011,1.2675,6.3695
10/18/2011,1.2691,6.3804
10/19/2011,1.2657,6.3769
10/20/2011,1.2727,6.3825
10/21/2011,1.2743,6.3823
10/24/2011,1.2654,6.3744
10/25/2011,1.263,6.3605
10/26/2011,1.2743,6.3534
10/27/2011,1.2464,6.359
10/28/2011,1.2421,6.357
10/31/2011,1.2515,6.3547
11/1/2011,1.2782,6.3547
11/2/2011,1.272,6.355
11/3/2011,1.2718,6.3513
11/4/2011,1.2676,6.34
11/7/2011,1.2701,6.3481
11/8/2011,1.2699,6.3462
11/9/2011,1.2839,6.3401
11/10/2011,1.2902,6.3454
11/11/2011,ND,ND
11/14/2011,1.2905,6.3536
11/15/2011,1.2927,6.3464
11/16/2011,1.2915,6.3445
11/17/2011,1.293,6.3505
11/18/2011,1.2965,6.3565
11/21/2011,1.3023,6.3603
11/22/2011,1.3017,6.3605
11/23/2011,1.3106,6.3576
11/24/2011,ND,ND
11/25/2011,1.3117,6.3802
11/28/2011,1.3001,6.3839
11/29/2011,1.2944,6.3769
11/30/2011,1.2825,6.3765
12/1/2011,1.2823,6.3655
12/2/2011,1.284,6.3596
12/5/2011,1.2777,6.3629
12/6/2011,1.2836,6.3645
12/7/2011,1.2855,6.3642
12/8/2011,1.2943,6.3618
12/9/2011,1.2931,6.3641
12/12/2011,1.3012,6.3604
12/13/2011,1.3013,6.3648
12/14/2011,1.3087,6.371
12/15/2011,1.3078,6.3733
12/16/2011,1.3032,6.3479
12/19/2011,1.3069,6.3376
12/20/2011,1.2988,6.3459
12/21/2011,1.2975,6.3386
12/22/2011,1.2929,6.3392
12/23/2011,1.2935,6.3364
12/26/2011,ND,ND
12/27/2011,1.2965,6.321
12/28/2011,1.2986,6.3211
12/29/2011,1.3003,6.3187
12/30/2011,1.2948,6.2939
1/2/2012,ND,ND
1/3/2012,1.2824,6.294
1/4/2012,1.2873,6.2941
1/5/2012,1.2923,6.3013
1/6/2012,1.2931,6.3088
1/9/2012,1.2973,6.3143
1/10/2012,1.289,6.3141
1/11/2012,1.2923,6.3149
1/12/2012,1.2907,6.3177
1/13/2012,1.2929,6.3065
1/16/2012,ND,ND
1/17/2012,1.2839,6.3136
1/18/2012,1.2785,6.3109
1/19/2012,1.2733,6.3162
1/20/2012,1.2728,6.333
1/23/2012,1.2667,6.333
1/24/2012,1.2693,6.333
1/25/2012,1.27,6.333
1/26/2012,1.2553,6.333
1/27/2012,1.2526,6.333
1/30/2012,1.2575,6.331
1/31/2012,1.2576,6.308
2/1/2012,1.2521,6.3076
2/2/2012,1.2463,6.3017
2/3/2012,1.2424,6.3027
2/6/2012,1.2475,6.312
2/7/2012,1.2457,6.3046
2/8/2012,1.2461,6.2938
2/9/2012,1.2476,6.2947
2/10/2012,1.2591,6.2991
2/13/2012,1.2551,6.2972
2/14/2012,1.2646,6.2995
2/15/2012,1.2609,6.2998
2/16/2012,1.2625,6.3014
2/17/2012,1.2591,6.2985
2/20/2012,ND,ND
2/21/2012,1.2565,6.296
2/22/2012,1.2581,6.296
2/23/2012,1.2565,6.298
2/24/2012,1.2558,6.2976
2/27/2012,1.2545,6.3012
2/28/2012,1.252,6.2989
2/29/2012,1.2474,6.2935
3/1/2012,1.2474,6.3001
3/2/2012,1.2511,6.2982
3/5/2012,1.2577,6.3066
3/6/2012,1.2641,6.3082
3/7/2012,1.2598,6.3097
3/8/2012,1.2527,6.3159
3/9/2012,1.254,6.3109
3/12/2012,1.2613,6.3258
3/13/2012,1.2581,6.3266
3/14/2012,1.2686,6.3315
3/15/2012,1.263,6.3282
3/16/2012,1.258,6.3222
3/19/2012,1.2565,6.3191
3/20/2012,1.2626,6.3203
3/21/2012,1.2652,6.3226
3/22/2012,1.2661,6.299
3/23/2012,1.2625,6.3021
3/26/2012,1.257,6.3139
3/27/2012,1.2562,6.3061
3/28/2012,1.2584,6.3044
3/29/2012,1.2613,6.3057
3/30/2012,1.2573,6.2975
4/2/2012,1.2539,6.2979
4/3/2012,1.251,6.2975
4/4/2012,1.2595,6.2975
4/5/2012,1.2592,6.3123
4/6/2012,1.2605,6.3052
4/9/2012,1.2625,6.31
4/10/2012,1.2627,6.3105
4/11/2012,1.2586,6.3076
4/12/2012,1.2522,6.3069
4/13/2012,1.2474,6.3022
4/16/2012,1.25,6.315
4/17/2012,1.2481,6.3015
4/18/2012,1.2508,6.3026
4/19/2012,1.2508,6.3029
4/20/2012,1.2488,6.308
4/23/2012,1.2486,6.3084
4/24/2012,1.2468,6.3073
4/25/2012,1.2439,6.3039
4/26/2012,1.2401,6.3054
4/27/2012,1.2385,6.3093
4/30/2012,1.2368,6.279
5/1/2012,1.2355,6.3089
5/2/2012,1.2399,6.307
5/3/2012,1.2425,6.3052
5/4/2012,1.2445,6.3059
5/7/2012,1.2465,6.3074
5/8/2012,1.2477,6.3076
5/9/2012,1.2523,6.3096
5/10/2012,1.2494,6.314
5/11/2012,1.2503,6.3097
5/14/2012,1.2558,6.321
5/15/2012,1.2588,6.3176
5/16/2012,1.2667,6.3227
5/17/2012,1.2664,6.3247
5/18/2012,1.2749,6.3245
5/21/2012,1.2725,6.3277
5/22/2012,1.2691,6.3223
5/23/2012,1.2801,6.3343
5/24/2012,1.2762,6.3449
5/25/2012,1.2781,6.3439
5/28/2012,ND,ND
5/29/2012,1.2789,6.3478
5/30/2012,1.288,6.3574
5/31/2012,1.2888,6.3684
6/1/2012,1.2918,6.3692
6/4/2012,1.2876,6.3641
6/5/2012,1.2872,6.367
6/6/2012,1.2763,6.3634
6/7/2012,1.2753,6.3634
6/8/2012,1.2848,6.37
6/11/2012,1.2826,6.369
6/12/2012,1.2834,6.3703
6/13/2012,1.2793,6.3685
6/14/2012,1.2803,6.3702
6/15/2012,1.2718,6.3649
6/18/2012,1.2722,6.3539
6/19/2012,1.2654,6.3542
6/20/2012,1.2679,6.3597
6/21/2012,1.2759,6.3644
6/22/2012,1.2757,6.3644
6/25/2012,1.2843,6.3631
6/26/2012,1.2788,6.3626
6/27/2012,1.2769,6.3561
6/28/2012,1.2808,6.357
6/29/2012,1.2673,6.353
7/2/2012,1.2672,6.3487
7/3/2012,1.2611,6.3519
7/4/2012,ND,ND
7/5/2012,1.2631,6.3557
7/6/2012,1.2729,6.364
7/9/2012,1.2707,6.3709
7/10/2012,1.2668,6.3654
7/11/2012,1.2626,6.3682
7/12/2012,1.2699,6.3732
7/13/2012,1.2651,6.3789
7/16/2012,1.2648,6.3784
7/17/2012,1.2623,6.3725
7/18/2012,1.2585,6.369
7/19/2012,1.2533,6.3724
7/20/2012,1.2556,6.3734
7/23/2012,1.2624,6.3856
7/24/2012,1.261,6.3857
7/25/2012,1.2581,6.3879
7/26/2012,1.2515,6.3839
7/27/2012,1.2481,6.3807
7/30/2012,1.2468,6.3792
7/31/2012,1.2437,6.361
8/1/2012,1.2439,6.368
8/2/2012,1.2502,6.3671
8/3/2012,1.2422,6.3721
8/6/2012,1.2403,6.3738
8/7/2012,1.2413,6.3664
8/8/2012,1.2441,6.361
8/9/2012,1.2449,6.3579
8/10/2012,1.2446,6.3599
8/13/2012,1.2458,6.3611
8/14/2012,1.2469,6.3586
8/15/2012,1.2496,6.3619
8/16/2012,1.2495,6.3659
8/17/2012,1.2536,6.358
8/20/2012,1.2532,6.3592
8/21/2012,1.2495,6.3559
8/22/2012,1.2512,6.3515
8/23/2012,1.246,6.3535
8/24/2012,1.2491,6.3542
8/27/2012,1.251,6.3558
8/28/2012,1.2523,6.3525
8/29/2012,1.2526,6.3513
8/30/2012,1.2537,6.3494
8/31/2012,1.2477,6.3484
9/3/2012,ND,ND
9/4/2012,1.2471,6.3465
9/5/2012,1.2474,6.3489
9/6/2012,1.2433,6.3428
9/7/2012,1.2359,6.3428
9/10/2012,1.2347,6.3375
9/11/2012,1.2294,6.3349
9/12/2012,1.2288,6.3261
9/13/2012,1.2299,6.3294
9/14/2012,1.2199,6.3145
9/17/2012,1.2235,6.317
9/18/2012,1.2247,6.3187
9/19/2012,1.2242,6.3091
9/20/2012,1.2256,6.3036
9/21/2012,1.2237,6.3051
9/24/2012,1.2285,6.309
9/25/2012,1.2249,6.3057
9/26/2012,1.232,6.3015
9/27/2012,1.2267,6.3021
9/28/2012,1.2262,6.2848
10/1/2012,1.2286,6.284
10/2/2012,1.2294,6.284
10/3/2012,1.2321,6.284
10/4/2012,1.2286,6.284
10/5/2012,1.2267,6.284
10/8/2012,ND,ND
10/9/2012,1.2302,6.2877
10/10/2012,1.2294,6.2831
10/11/2012,1.2275,6.2765
10/12/2012,1.2223,6.267
10/15/2012,1.2219,6.27
10/16/2012,1.2207,6.2637
10/17/2012,1.2159,6.254
10/18/2012,1.2177,6.2501
10/19/2012,1.2209,6.2533
10/22/2012,1.2214,6.2543
10/23/2012,1.2255,6.2478
10/24/2012,1.2227,6.2478
10/25/2012,1.2202,6.2416
10/26/2012,1.2208,6.248
10/29/2012,1.2207,6.2384
10/30/2012,1.2188,6.2396
10/31/2012,1.22,6.2372
11/1/2012,1.2201,6.2393
11/2/2012,1.2232,6.2411
11/5/2012,1.2249,6.2452
11/6/2012,1.2237,6.2454
11/7/2012,1.2226,6.2435
11/8/2012,1.2232,6.2427
11/9/2012,1.2234,6.245
11/12/2012,ND,ND
11/13/2012,1.2232,6.226
11/14/2012,1.222,6.225
11/15/2012,1.2247,6.2329
11/16/2012,1.2286,6.2354
11/19/2012,1.2238,6.2343
11/20/2012,1.2244,6.2324
11/21/2012,1.2255,6.23
11/22/2012,ND,ND
11/23/2012,1.2225,6.2275
11/26/2012,1.2216,6.2253
11/27/2012,1.2224,6.2221
11/28/2012,1.2228,6.2273
11/29/2012,1.221,6.2281
11/30/2012,1.2206,6.2265
12/3/2012,1.2185,6.2277
12/4/2012,1.2174,6.2254
12/5/2012,1.2185,6.2251
12/6/2012,1.2207,6.2282
12/7/2012,1.2206,6.2299
12/10/2012,1.2215,6.2296
12/11/2012,1.2215,6.246
12/12/2012,1.2216,6.2502
12/13/2012,1.2212,6.2316
12/14/2012,1.2195,6.241
12/17/2012,1.2195,6.236
12/18/2012,1.2174,6.2322
12/19/2012,1.2182,6.2293
12/20/2012,1.2186,6.2297
12/21/2012,1.2211,6.2284
12/24/2012,1.2215,6.2335
12/25/2012,ND,ND
12/26/2012,1.2232,6.2351
12/27/2012,1.2227,6.2358
12/28/2012,1.223,6.2315
12/31/2012,1.2214,6.2301
1/1/2013,ND,ND
1/2/2013,1.2203,6.2301
1/3/2013,1.222,6.2301
1/4/2013,1.2285,6.2303
1/7/2013,1.2305,6.2294
1/8/2013,1.2298,6.2235
1/9/2013,1.2265,6.226
1/10/2013,1.2227,6.223
1/11/2013,1.225,6.2156
1/14/2013,1.2263,6.219
1/15/2013,1.2253,6.2134
1/16/2013,1.2232,6.216
1/17/2013,1.2233,6.2158
1/18/2013,1.2271,6.2152
1/21/2013,ND,ND
1/22/2013,1.2276,6.2196
1/23/2013,1.2267,6.2178
1/24/2013,1.2282,6.2179
1/25/2013,1.2361,6.2203
1/28/2013,1.238,6.224
1/29/2013,1.2337,6.2259
1/30/2013,1.2347,6.2204
1/31/2013,1.2376,6.2186
2/1/2013,1.2393,6.2265
2/4/2013,1.2397,6.2326
2/5/2013,1.2381,6.2292
2/6/2013,1.2376,6.2315
2/7/2013,1.2403,6.2323
2/8/2013,1.2373,6.2323
2/11/2013,1.2405,6.2323
2/12/2013,1.2388,6.2323
2/13/2013,1.2375,6.2323
2/14/2013,1.2355,6.2323
2/15/2013,1.2375,6.2323
2/18/2013,ND,ND
2/19/2013,1.2374,6.2438
2/20/2013,1.2375,6.2371
2/21/2013,1.239,6.2403
2/22/2013,1.2372,6.2346
2/25/2013,1.2387,6.2337
2/26/2013,1.2397,6.2293
2/27/2013,1.2375,6.2271
2/28/2013,1.2369,6.2213
3/1/2013,1.2396,6.2226
3/4/2013,1.2469,6.2246
3/5/2013,1.2473,6.2208
3/6/2013,1.2477,6.2173
3/7/2013,1.2457,6.22
3/8/2013,1.2483,6.2145
3/11/2013,1.2493,6.2179
3/12/2013,1.2475,6.216
