DATE,SINGAPORE - SINGAPORE DOLLAR/US$,CHINA - YUAN/US$
6/3/2016,1.3591,6.5638
6/6/2016,1.3577,6.5611
6/7/2016,1.3524,6.571
6/8/2016,1.3465,6.56
6/9/2016,1.3524,6.559
6/10/2016,1.357,6.559
6/13/2016,1.3549,6.5823
6/14/2016,1.355,6.593
6/15/2016,1.3548,6.5785
6/16/2016,1.3534,6.5899
6/17/2016,1.3504,6.5849
6/20/2016,1.3432,6.5768
6/21/2016,1.3419,6.5893
6/22/2016,1.3395,6.575
6/23/2016,1.3391,6.574
6/24/2016,1.3487,6.615
6/27/2016,1.3624,6.6481
6/28/2016,1.3558,6.645
6/29/2016,1.3472,6.635
6/30/2016,1.3489,6.6459
7/1/2016,1.3452,6.6547
7/4/2016,ND,ND
7/5/2016,1.3508,6.677
7/6/2016,1.3511,6.69
7/7/2016,1.349,6.679
7/8/2016,1.3458,6.6878
7/11/2016,1.351,6.6917
7/12/2016,1.3476,6.686
7/13/2016,1.3463,6.6832
7/14/2016,1.3423,6.6801
7/15/2016,1.3479,6.6865
7/18/2016,1.3481,6.7013
7/19/2016,1.3533,6.6931
7/20/2016,1.3577,6.676
7/21/2016,1.356,6.6735
7/22/2016,1.3586,6.676
7/25/2016,1.3623,6.6783
7/26/2016,1.3592,6.669
7/27/2016,1.3584,6.668
7/28/2016,1.3525,6.6538
7/29/2016,1.3431,6.6371
8/1/2016,1.3397,6.6421
8/2/2016,1.3384,6.6239
8/3/2016,1.3424,6.632
8/4/2016,1.3417,6.6388
8/5/2016,1.3469,6.653
8/8/2016,1.3481,6.6597
8/9/2016,1.3436,6.653
8/10/2016,1.34,6.6345
8/11/2016,1.3429,6.6274
8/12/2016,1.3456,6.6324
8/15/2016,1.3426,6.637
8/16/2016,1.339,6.624
8/17/2016,1.3456,6.6328
8/18/2016,1.3398,6.6297
8/19/2016,1.3469,6.6515
8/22/2016,1.3506,6.6475
8/23/2016,1.3511,6.6378
8/24/2016,1.3552,6.6562
8/25/2016,1.3538,6.656
8/26/2016,1.3548,6.669
8/29/2016,1.3602,6.6775
8/30/2016,1.3638,6.6778
8/31/2016,1.363,6.6776
9/1/2016,1.3593,6.6713
9/2/2016,1.3594,6.679
9/5/2016,ND,ND
9/6/2016,1.3476,6.6722
9/7/2016,1.3465,6.66
9/8/2016,1.3492,6.664
9/9/2016,1.3592,6.6778
9/12/2016,1.3591,6.6788
9/13/2016,1.366,6.6782
9/14/2016,1.3629,6.6707
9/15/2016,1.3627,6.6707
9/16/2016,1.3681,6.6707
9/19/2016,1.3605,6.665
9/20/2016,1.3621,6.67
9/21/2016,1.3577,6.6695
9/22/2016,1.3558,6.663
9/23/2016,1.3592,6.669
9/26/2016,1.3593,6.6683
9/27/2016,1.3609,6.6691
9/28/2016,1.3617,6.673
9/29/2016,1.3621,6.665
9/30/2016,1.3628,6.6685
10/3/2016,1.3658,6.6685
10/4/2016,1.3701,6.6685
10/5/2016,1.3701,6.6685
10/6/2016,1.3726,6.6685
10/7/2016,1.3755,6.6685
10/10/2016,ND,ND
10/11/2016,1.3784,6.719
10/12/2016,1.3853,6.718
10/13/2016,1.3838,6.7248
10/14/2016,1.3901,6.7277
10/17/2016,1.3891,6.735
10/18/2016,1.3848,6.7401
10/19/2016,1.3865,6.737
10/20/2016,1.3912,6.7439
10/21/2016,1.3954,6.7654
10/24/2016,1.3939,6.7728
10/25/2016,1.3906,6.778
10/26/2016,1.3898,6.7706
10/27/2016,1.3953,6.7819
10/28/2016,1.3938,6.776
10/31/2016,1.3917,6.7735
11/1/2016,1.3887,6.763
11/2/2016,1.3826,6.7606
11/3/2016,1.3843,6.7612
11/4/2016,1.3832,6.7534
11/7/2016,1.3902,6.774
11/8/2016,1.389,6.784
11/9/2016,1.3953,6.7769
11/10/2016,1.4089,6.7987
11/11/2016,ND,ND
11/14/2016,1.4175,6.8447
11/15/2016,1.4154,6.8556
11/16/2016,1.4148,6.877
11/17/2016,1.4177,6.8674
11/18/2016,1.4255,6.8873
11/21/2016,1.426,6.8918
11/22/2016,1.4246,6.888
11/23/2016,1.4325,6.9195
11/24/2016,ND,ND
11/25/2016,1.4287,6.9176
11/28/2016,1.426,6.9055
11/29/2016,1.4263,6.8933
11/30/2016,1.4336,6.8837
12/1/2016,1.427,6.883
12/2/2016,1.4207,6.883
12/5/2016,1.4232,6.8775
12/6/2016,1.4195,6.879
12/7/2016,1.4182,6.878
12/8/2016,1.424,6.8771
12/9/2016,1.4312,6.9042
12/12/2016,1.4258,6.9045
12/13/2016,1.4236,6.8984
12/14/2016,1.4227,6.9025
12/15/2016,1.4478,6.941
12/16/2016,1.445,6.958
12/19/2016,1.4458,6.9506
12/20/2016,1.4443,6.947
12/21/2016,1.4434,6.939
12/22/2016,1.4476,6.9473
12/23/2016,1.4469,6.9432
12/26/2016,ND,ND
12/27/2016,1.449,6.9491
12/28/2016,1.4522,6.9559
12/29/2016,1.4482,6.9535
12/30/2016,1.4465,6.943
1/2/2017,ND,ND
1/3/2017,1.4498,6.9575
1/4/2017,1.4409,6.9322
1/5/2017,1.4292,6.887
1/6/2017,1.4372,6.9176
1/9/2017,1.4345,6.935
1/10/2017,1.4348,6.918
1/11/2017,1.4364,6.9365
1/12/2017,1.4221,6.889
1/13/2017,1.4313,6.8985
1/16/2017,ND,ND
1/17/2017,1.4171,6.852
1/18/2017,1.4235,6.836
1/19/2017,1.4289,6.868
1/20/2017,ND,ND
1/23/2017,1.4186,6.8514
1/24/2017,1.4178,6.8555
1/25/2017,1.4168,6.8812
1/26/2017,1.425,6.8768
1/27/2017,1.4281,6.8768
1/30/2017,1.422,6.8768
1/31/2017,1.4095,6.8768
2/1/2017,1.4151,6.8768
2/2/2017,1.4086,6.8768
2/3/2017,1.407,6.865
2/6/2017,1.4113,6.86
2/7/2017,1.4163,6.8821
2/8/2017,1.4149,6.87
2/9/2017,1.4195,6.866
2/10/2017,1.4194,6.8775
2/13/2017,1.4235,6.8776
2/14/2017,1.4204,6.8649
2/15/2017,1.4202,6.8685
2/16/2017,1.4186,6.8517
2/17/2017,1.4197,6.864
2/20/2017,ND,ND
2/21/2017,1.4204,6.881
2/22/2017,1.4157,6.8765
2/23/2017,1.4058,6.8622
2/24/2017,1.4039,6.8645
2/27/2017,1.4004,6.8675
2/28/2017,1.399,6.8665
3/1/2017,1.4088,6.8794
3/2/2017,1.4114,6.8868
3/3/2017,1.4155,10.3431
3/6/2017,1.4119,6.8955
3/7/2017,1.4106,6.9
3/8/2017,1.4175,6.9113
3/9/2017,1.4192,6.9086
3/10/2017,1.4136,6.905
3/13/2017,1.413,6.905
3/14/2017,1.414,6.913
3/15/2017,1.4121,6.9132
3/16/2017,1.4012,6.913
3/17/2017,1.402,6.9
3/20/2017,1.3957,6.905
3/21/2017,1.3982,6.883
3/22/2017,1.3983,6.8785
3/23/2017,1.3989,6.8843
3/24/2017,1.3991,6.8803
3/27/2017,1.3926,6.8687
3/28/2017,1.3932,6.8779
3/29/2017,1.3955,6.8879
3/30/2017,1.3942,6.887
3/31/2017,1.3967,6.8832
4/3/2017,1.3975,6.8832
4/4/2017,1.3985,6.8832
4/5/2017,1.4009,6.892
4/6/2017,1.4023,6.8955
4/7/2017,1.4021,6.8978
4/10/2017,1.4045,6.8988
4/11/2017,1.4029,6.8893
4/12/2017,1.3999,6.889
4/13/2017,1.3975,6.8865
4/14/2017,1.3969,6.8835
4/17/2017,1.3954,6.88
4/18/2017,1.3967,6.8778
4/19/2017,1.3987,6.886
4/20/2017,1.3965,6.88
4/21/2017,1.3968,6.8845
4/24/2017,1.3933,6.884
4/25/2017,1.3927,6.8824
4/26/2017,1.3977,6.8918
4/27/2017,1.3975,6.8958
4/28/2017,1.397,6.89
5/1/2017,1.3958,6.89
5/2/2017,1.3951,6.8949
5/3/2017,1.3951,6.8968
5/4/2017,1.4008,6.8959
5/5/2017,1.4041,6.9021
5/8/2017,1.4049,6.904
5/9/2017,1.4112,6.906
5/10/2017,1.4099,6.9011
5/11/2017,1.4084,6.9033
5/12/2017,1.4044,6.8972
5/15/2017,1.398,6.89
5/16/2017,1.3958,6.884
5/17/2017,1.3914,6.8773
5/18/2017,1.3918,6.888
5/19/2017,1.3867,6.883
5/22/2017,1.3864,6.8828
5/23/2017,1.3898,6.888
5/24/2017,1.3895,6.8883
5/25/2017,1.3844,6.8672
5/26/2017,1.3816,6.8525
5/29/2017,ND,ND
5/30/2017,1.384,6.8525
5/31/2017,1.3833,6.8098
6/1/2017,1.3859,6.8029
6/2/2017,1.3813,6.8085
6/5/2017,1.3818,6.803
6/6/2017,1.3792,6.7945
6/7/2017,1.3816,6.7935
6/8/2017,1.3813,6.799
6/9/2017,1.3837,6.797
6/12/2017,1.3842,6.7974
6/13/2017,1.3818,6.7981
6/14/2017,1.3718,6.7888
6/15/2017,1.3828,6.8061
6/16/2017,1.383,6.8097
6/19/2017,1.3858,6.818
6/20/2017,1.3902,6.8285
6/21/2017,1.3912,6.8275
6/22/2017,1.3909,6.8275
6/23/2017,1.386,6.8345
6/26/2017,1.3875,6.8382
6/27/2017,1.3867,6.81
6/28/2017,1.3818,6.7984
6/29/2017,1.3799,6.784
6/30/2017,1.3765,6.7793
7/3/2017,1.3825,6.7984
7/4/2017,ND,ND
7/5/2017,1.3821,6.7995
7/6/2017,1.3826,6.799
7/7/2017,1.3823,6.8039
7/10/2017,1.385,6.8026
7/11/2017,1.3845,6.801
7/12/2017,1.3781,6.7865
7/13/2017,1.3768,6.7825
7/14/2017,1.3717,6.7741
7/17/2017,1.3693,6.769
7/18/2017,1.3659,6.7451
7/19/2017,1.3684,6.7511
7/20/2017,1.3662,6.757
7/21/2017,1.3628,6.7663
7/24/2017,1.3616,6.7488
7/25/2017,1.3611,6.7495
7/26/2017,1.3612,6.753
7/27/2017,1.3598,6.741
7/28/2017,1.3571,6.7362
7/31/2017,1.3559,6.724
8/1/2017,1.3579,6.717
8/2/2017,1.3585,6.72
8/3/2017,1.3588,6.715
8/4/2017,1.3604,6.7272
8/7/2017,1.3634,6.7207
8/8/2017,1.3638,6.7049
8/9/2017,1.3643,6.672
8/10/2017,1.3634,6.646
8/11/2017,1.3615,6.6612
8/14/2017,1.3619,6.6695
8/15/2017,1.3671,6.6845
8/16/2017,1.3676,6.69
8/17/2017,1.3647,6.673
8/18/2017,1.3634,6.67
8/21/2017,1.3611,6.663
8/22/2017,1.3616,6.66
8/23/2017,1.3619,6.6569
8/24/2017,1.3613,6.66
8/25/2017,1.3558,6.6465
8/28/2017,1.3546,6.6084
8/29/2017,1.352,6.5945
8/30/2017,1.3562,6.5918
8/31/2017,1.3565,6.5888
9/1/2017,1.3565,6.5552
9/4/2017,ND,ND
9/5/2017,1.3524,6.5345
9/6/2017,1.3492,6.5221
9/7/2017,1.3403,6.483
9/8/2017,1.3391,6.4773
9/11/2017,1.3455,6.5254
9/12/2017,1.3468,6.5334
9/13/2017,1.3494,6.54
9/14/2017,1.3495,6.552
9/15/2017,1.3453,6.55
9/18/2017,1.3481,6.5725
9/19/2017,1.347,6.58
9/20/2017,1.3437,6.57
9/21/2017,1.3493,6.5861
9/22/2017,1.3435,6.5899
9/25/2017,1.3513,6.6189
9/26/2017,1.3559,6.6371
9/27/2017,1.3588,6.64
9/28/2017,1.3587,6.6591
9/29/2017,1.3573,6.6533
10/2/2017,1.361,6.6533
10/3/2017,1.3614,6.6533
10/4/2017,1.3618,6.6533
10/5/2017,1.3635,6.6533
10/6/2017,1.3651,6.6533
10/9/2017,ND,ND
10/10/2017,1.3555,6.5712
10/11/2017,1.3553,6.587
10/12/2017,1.3531,6.5855
10/13/2017,1.3505,6.5785
10/16/2017,1.3515,6.5885
10/17/2017,1.3566,6.622
10/18/2017,1.3578,6.625
10/19/2017,1.3562,6.6126
10/20/2017,1.3613,6.6185
10/23/2017,1.3619,6.638
10/24/2017,1.3622,6.6335
10/25/2017,1.3614,6.635
10/26/2017,1.3635,6.6392
10/27/2017,1.3672,6.6498
10/30/2017,1.361,6.6498
10/31/2017,1.3622,6.6328
11/1/2017,1.3608,6.6018
11/2/2017,1.3591,6.6068
11/3/2017,1.3636,6.636
11/6/2017,1.3627,6.6311
11/7/2017,1.3646,6.638
11/8/2017,1.3615,6.6249
11/9/2017,1.3592,6.6378
11/10/2017,ND,ND
11/13/2017,1.3623,6.6385
11/14/2017,1.3597,6.635
11/15/2017,1.3576,6.62
11/16/2017,1.3558,6.6273
11/17/2017,1.3539,6.6245
11/20/2017,1.3572,6.6245
11/21/2017,1.3538,6.6265
11/22/2017,1.349,6.6086
11/23/2017,ND,ND
11/24/2017,1.345,6.5998
11/27/2017,1.3461,6.5967
11/28/2017,1.3447,6.6044
11/29/2017,1.3466,6.6091
11/30/2017,1.3482,6.609
12/1/2017,1.345,6.6137
12/4/2017,1.3487,6.6185
12/5/2017,1.3477,6.617
12/6/2017,1.3493,6.6136
12/7/2017,1.3498,6.6173
12/8/2017,1.3529,6.6199
12/11/2017,1.3505,6.6175
12/12/2017,1.3534,6.621
12/13/2017,1.3502,6.6171
12/14/2017,1.3466,6.6091
12/15/2017,1.348,6.6088
12/18/2017,1.3466,6.6088
12/19/2017,1.3476,6.6088
12/20/2017,1.3436,6.5771
12/21/2017,1.3436,6.5833
12/22/2017,1.3441,6.575
12/25/2017,ND,ND
12/26/2017,1.3433,6.5429
12/27/2017,1.3393,6.556
12/28/2017,1.3374,6.5322
12/29/2017,1.3363,6.5063
1/1/2018,ND,ND
1/2/2018,1.3291,6.491
1/3/2018,1.3283,6.501
1/4/2018,1.3281,6.4915
1/5/2018,1.3268,6.4875
1/8/2018,1.3323,6.497
1/9/2018,1.3355,6.5263
1/10/2018,1.3341,6.5055
1/11/2018,1.3295,6.4956
1/12/2018,1.3275,6.4607
1/15/2018,ND,ND
1/16/2018,1.3227,6.4395
1/17/2018,1.3226,6.433
1/18/2018,1.3213,6.4175
1/19/2018,1.3204,6.399
1/22/2018,1.3203,6.4035
1/23/2018,1.3181,6.4
1/24/2018,1.3083,6.365
1/25/2018,1.3037,6.3189
1/26/2018,1.307,6.3199
1/29/2018,1.312,6.3328
1/30/2018,1.3117,6.3199
1/31/2018,1.3103,6.2841
2/1/2018,1.3097,6.2969
2/2/2018,1.3192,6.2984
2/5/2018,1.3188,6.285
2/6/2018,1.3207,6.283
2/7/2018,1.3234,6.2649
2/8/2018,1.331,6.3222
2/9/2018,1.3302,6.2966
2/12/2018,1.3246,6.325
2/13/2018,1.3222,6.338
2/14/2018,1.3177,6.3438
2/15/2018,1.3112,6.3438
2/16/2018,1.3105,6.3438
2/19/2018,ND,ND
2/20/2018,1.3183,6.3351
2/21/2018,1.3206,6.3351
2/22/2018,1.3189,6.3471
2/23/2018,1.3207,6.3329
2/26/2018,1.3173,6.3115
2/27/2018,1.3222,6.3169
2/28/2018,1.3231,6.328
3/1/2018,1.3245,6.3565
3/2/2018,1.3203,6.3428
3/5/2018,1.3186,6.3491
3/6/2018,1.3156,6.3093
3/7/2018,1.3161,6.3225
3/8/2018,1.3174,6.3389
3/9/2018,1.315,6.3285
3/12/2018,1.3133,6.327
3/13/2018,1.3105,6.318
3/14/2018,1.3088,6.314
3/15/2018,1.3118,6.3202
3/16/2018,1.3173,6.33
3/19/2018,1.3173,6.3291
3/20/2018,1.3181,6.3328
3/21/2018,1.3172,6.32
3/22/2018,1.3165,6.331
3/23/2018,1.3135,6.311
3/26/2018,1.3101,6.2685
3/27/2018,1.308,6.2781
3/28/2018,1.3094,6.2946
3/29/2018,1.3109,6.2876
3/30/2018,1.3105,6.2726
4/2/2018,1.3124,6.2785
4/3/2018,1.3115,6.2881
4/4/2018,1.3126,6.3045
4/5/2018,1.3168,6.3045
4/6/2018,1.3171,6.3045
4/9/2018,1.3112,6.3035
4/10/2018,1.3095,6.2798
4/11/2018,1.3082,6.2655
4/12/2018,1.3126,6.2876
4/13/2018,1.312,6.2725
4/16/2018,1.3116,6.2752
4/17/2018,1.3108,6.2804
4/18/2018,1.31,6.2722
4/19/2018,1.3103,6.2765
4/20/2018,1.3155,6.2945
4/23/2018,1.3245,6.3158
4/24/2018,1.3229,6.3035
4/25/2018,1.329,6.3236
4/26/2018,1.3272,6.334
4/27/2018,1.3244,6.3325
4/30/2018,1.3249,6.3325
5/1/2018,1.3327,6.3325
5/2/2018,1.3353,6.361
5/3/2018,1.3329,6.352
5/4/2018,1.3335,6.3589
5/7/2018,1.3351,6.364
5/8/2018,1.3405,6.369
5/9/2018,1.344,6.3585
5/10/2018,1.3394,6.344
5/11/2018,1.3354,6.3333
5/14/2018,1.3326,6.336
5/15/2018,1.343,6.376
5/16/2018,1.3411,6.3706
5/17/2018,1.3423,6.3645
5/18/2018,1.3429,6.3768
5/21/2018,1.3426,6.3815
5/22/2018,1.3378,6.366
5/23/2018,1.3451,6.3875
5/24/2018,1.3399,6.3757
5/25/2018,1.3409,6.3903
5/28/2018,ND,ND
5/29/2018,1.3468,6.4162
5/30/2018,1.3387,6.4175
5/31/2018,1.3389,6.4096
6/1/2018,1.3379,6.418
6/4/2018,1.3364,6.405
6/5/2018,1.3358,6.4042
6/6/2018,1.332,6.385
6/7/2018,1.3329,6.389
6/8/2018,1.3353,6.4031
6/11/2018,1.3344,6.4
6/12/2018,1.3344,6.3992
6/13/2018,1.3348,6.3944
6/14/2018,1.3406,6.398
6/15/2018,1.3496,6.4379
6/18/2018,1.3522,6.4379
6/19/2018,1.3571,6.4802
6/20/2018,1.3573,6.4713
6/21/2018,1.3578,6.49
6/22/2018,1.3592,6.5027
6/25/2018,1.3631,6.536
6/26/2018,1.3622,6.5759
6/27/2018,1.3647,6.5992
6/28/2018,1.3673,6.6235
6/29/2018,1.3626,6.6171
7/2/2018,1.3706,6.6632
7/3/2018,1.3657,6.6368
7/4/2018,ND,ND
7/5/2018,1.3646,6.6341
7/6/2018,1.3585,6.6396
7/9/2018,1.3566,6.6123
7/10/2018,1.3555,6.6296
7/11/2018,1.3605,6.6764
7/12/2018,1.3617,6.663
7/13/2018,1.3666,6.69
7/16/2018,1.3619,6.6866
7/17/2018,1.3637,6.7018
7/18/2018,1.3655,6.7161
7/19/2018,1.3728,6.7701
7/20/2018,1.3632,6.7659
7/23/2018,1.3653,6.7927
7/24/2018,1.3641,6.7912
7/25/2018,1.362,6.7658
7/26/2018,1.3632,6.7865
7/27/2018,1.361,6.8097
7/30/2018,1.3605,6.8102
7/31/2018,1.3604,6.8038
8/1/2018,1.3619,6.8154
8/2/2018,1.3666,6.838
8/3/2018,1.3646,6.8309
8/6/2018,1.3676,6.85
8/7/2018,1.3636,6.828
8/8/2018,1.3638,6.8344
8/9/2018,1.3648,6.8199
8/10/2018,1.3721,6.8458
8/13/2018,1.3768,6.888
8/14/2018,1.3764,6.8809
8/15/2018,1.3804,6.933
8/16/2018,1.3743,6.8792
8/17/2018,1.3726,6.874
8/20/2018,1.3711,6.8546
8/21/2018,1.3675,6.8444
8/22/2018,1.3666,6.84
8/23/2018,1.3723,6.8748
8/24/2018,1.3651,6.803
8/27/2018,1.3627,6.8145
8/28/2018,1.3621,6.8018
8/29/2018,1.3658,6.819
8/30/2018,1.3684,6.8415
8/31/2018,1.3722,6.83
9/3/2018,ND,ND
9/4/2018,1.3761,6.8427
9/5/2018,1.3763,6.827
9/6/2018,1.3752,6.8322
9/7/2018,1.3781,6.8419
9/10/2018,1.3785,6.8545
9/11/2018,1.3774,6.8704
9/12/2018,1.3733,6.8574
9/13/2018,1.3713,6.8407
9/14/2018,1.3723,6.8673
9/17/2018,1.3711,6.854
9/18/2018,1.3703,6.8591
9/19/2018,1.3691,6.8466
9/20/2018,1.367,6.8455
9/21/2018,1.365,6.8559
9/24/2018,1.3645,6.8559
9/25/2018,1.3656,6.8632
9/26/2018,1.3648,6.8763
9/27/2018,1.3664,6.888
9/28/2018,1.3667,6.868
10/1/2018,1.3716,6.868
10/2/2018,1.3729,6.868
10/3/2018,1.3773,6.868
10/4/2018,1.3806,6.868
10/5/2018,1.3832,6.868
10/8/2018,ND,ND
10/9/2018,1.3834,6.9217
10/10/2018,1.3813,6.9224
10/11/2018,1.3784,6.888
10/12/2018,1.378,6.9182
10/15/2018,1.3752,6.9131
10/16/2018,1.3733,6.9102
10/17/2018,1.3748,6.9263
10/18/2018,1.3797,6.9367
10/19/2018,1.3768,6.9291
10/22/2018,1.3804,6.9446
10/23/2018,1.3786,6.9373
10/24/2018,1.3804,6.942
10/25/2018,1.3802,6.9477
10/26/2018,1.3803,6.9425
10/29/2018,1.3826,6.9605
10/30/2018,1.3841,6.9663
10/31/2018,1.3845,6.9737
11/1/2018,1.3765,6.9205
11/2/2018,1.3741,6.8894
11/5/2018,1.3755,6.9249
11/6/2018,1.3742,6.9172
11/7/2018,1.3698,6.9174
11/8/2018,1.3724,6.9318
11/9/2018,1.3792,6.9553
11/12/2018,ND,ND
11/13/2018,1.38,6.9546
11/14/2018,1.3789,6.95
11/15/2018,1.3761,6.938
11/16/2018,1.3723,6.9367
11/19/2018,1.3714,6.9398
11/20/2018,1.3734,6.9448
11/21/2018,1.3727,6.9248
11/22/2018,ND,ND
11/23/2018,1.3752,6.9477
11/26/2018,1.3748,6.9397
11/27/2018,1.3788,6.9498
11/28/2018,1.3773,6.9534
11/29/2018,1.3712,6.9419
11/30/2018,1.3716,6.9558
12/3/2018,1.3666,6.8798
12/4/2018,1.3637,6.8343
12/5/2018,ND,ND
12/6/2018,1.3703,6.8816
12/7/2018,1.3701,6.8733
12/10/2018,1.3738,6.9077
12/11/2018,1.3745,6.8968
12/12/2018,1.3718,6.8778
12/13/2018,1.3713,6.8798
12/14/2018,1.3767,6.905
12/17/2018,1.3738,6.8962
12/18/2018,1.3716,6.8939
12/19/2018,1.3688,6.8918
12/20/2018,1.3702,6.8834
12/21/2018,1.3734,6.9048
12/24/2018,ND,ND
12/25/2018,ND,ND
12/26/2018,1.3707,6.8847
12/27/2018,1.3713,6.8649
12/28/2018,1.3668,6.8755
12/31/2018,1.3623,6.8755
1/1/2019,ND,ND
1/2/2019,1.3652,6.8597
1/3/2019,1.3637,6.8708
1/4/2019,1.3594,6.8663
1/7/2019,1.3558,6.8501
1/8/2019,1.3579,6.8519
1/9/2019,1.3538,6.8117
1/10/2019,1.3516,6.7875
1/11/2019,1.3524,6.7596
1/14/2019,ND,ND
1/15/2019,1.3564,6.7595
1/16/2019,1.3541,6.7532
1/17/2019,1.3564,6.7735
1/18/2019,1.3582,6.7765
1/21/2019,ND,ND
1/22/2019,1.3595,6.8072
1/23/2019,1.3593,6.7897
1/24/2019,1.3604,6.7835
1/25/2019,1.3535,6.7448
1/28/2019,1.353,6.7437
1/29/2019,1.3523,6.7304
1/30/2019,1.3514,6.7115
1/31/2019,1.3455,6.6958
2/1/2019,1.35,6.7426
2/4/2019,1.3527,6.7426
2/5/2019,1.3521,6.7426
2/6/2019,1.3545,6.7426
2/7/2019,1.3562,6.7426
2/8/2019,1.3562,6.7426
2/11/2019,1.3611,6.7907
2/12/2019,1.3567,6.7726
2/13/2019,1.3579,6.7598
2/14/2019,1.3587,6.7711
2/15/2019,1.3574,6.768
2/18/2019,ND,ND
2/19/2019,1.3538,6.756
2/20/2019,ND,ND
2/21/2019,1.3536,6.7195
2/22/2019,1.3509,6.7112
2/25/2019,1.3497,6.6844
2/26/2019,1.348,6.698
2/27/2019,1.3491,6.6822
2/28/2019,1.352,6.6912
3/1/2019,1.3549,6.7048
3/4/2019,1.3546,6.7045
3/5/2019,1.3566,6.706
3/6/2019,1.3574,6.7099
3/7/2019,1.3596,6.7132
3/8/2019,1.3586,6.7201
3/11/2019,1.3589,6.7215
3/12/2019,1.3561,6.707
3/13/2019,1.3535,6.7064
3/14/2019,1.3557,6.7209
3/15/2019,1.3528,6.7129
3/18/2019,1.3518,6.7121
3/19/2019,1.3509,6.7106
3/20/2019,1.3502,6.6916
3/21/2019,1.3494,6.6952
3/22/2019,1.3521,6.7162
3/25/2019,1.3499,6.7079
3/26/2019,1.3512,6.7145
3/27/2019,1.3564,6.7262
3/28/2019,1.3563,6.7381
3/29/2019,1.3544,6.7112
4/1/2019,1.3547,6.7102
4/2/2019,1.3565,6.7223
4/3/2019,1.3529,6.7098
4/4/2019,1.3547,6.7167
4/5/2019,1.3553,6.7182
4/8/2019,1.3546,6.7158
4/9/2019,1.3533,6.7111
4/10/2019,1.3521,6.7153
4/11/2019,1.3555,6.7188
4/12/2019,1.353,6.7039
4/15/2019,1.3524,6.7072
4/16/2019,1.3541,6.7112
4/17/2019,1.353,6.687
4/18/2019,1.3559,6.7081
4/19/2019,1.3553,6.7032
4/22/2019,1.3564,6.7112
4/23/2019,1.3575,6.7249
4/24/2019,1.3604,6.7207
4/25/2019,1.3633,6.7418
4/26/2019,1.3605,6.7282
4/29/2019,1.3619,6.7332
4/30/2019,1.3613,6.7347
5/1/2019,1.3586,6.7319
5/2/2019,1.3626,6.7337
5/3/2019,1.3609,6.7337
5/6/2019,1.3631,6.7602
5/7/2019,1.3636,6.7755
5/8/2019,1.3617,6.7818
5/9/2019,1.3653,6.8256
5/10/2019,1.3624,6.8217
5/13/2019,1.3704,6.8765
5/14/2019,1.3682,6.8737
5/15/2019,1.3686,6.8742
5/16/2019,1.3706,6.8832
5/17/2019,1.3769,6.9182
5/20/2019,1.3761,6.9111
5/21/2019,1.3775,6.9007
5/22/2019,1.3789,6.9054
5/23/2019,1.3791,6.9087
5/24/2019,1.3756,6.8997
5/27/2019,ND,ND
5/28/2019,1.3778,6.9078
5/29/2019,1.3818,6.9138
5/30/2019,1.379,6.9011
5/31/2019,1.3753,6.9027
6/3/2019,1.3686,6.9028
6/4/2019,1.369,6.9072
6/5/2019,1.366,6.9084
6/6/2019,1.363,6.9082
6/7/2019,1.3624,6.9057
6/10/2019,1.3658,6.9298
6/11/2019,1.3639,6.9107
6/12/2019,1.3648,6.9161
6/13/2019,1.3667,6.9212
6/14/2019,1.3707,6.9247
6/17/2019,1.3703,6.9251
6/18/2019,1.3675,6.9002
6/19/2019,1.3655,6.8996
6/20/2019,1.356,6.851
6/21/2019,1.3565,6.8686
6/24/2019,1.3537,6.8758
6/25/2019,1.3526,6.8791
6/26/2019,1.3527,6.8781
6/27/2019,1.3534,6.8762
6/28/2019,1.3533,6.865
7/1/2019,1.3566,6.8487
7/2/2019,1.3559,6.8717
7/3/2019,1.3563,6.8806
7/4/2019,ND,ND
7/5/2019,1.3608,6.8925
7/8/2019,1.3599,6.8808
7/9/2019,1.3615,6.8866
7/10/2019,1.357,6.8705
7/11/2019,1.3561,6.8682
7/12/2019,1.3593,6.8796
7/15/2019,1.3563,6.8769
7/16/2019,1.3583,6.8753
7/17/2019,1.3603,6.8731
7/18/2019,1.3605,6.8788
7/19/2019,1.3604,6.8812
7/22/2019,1.3606,6.8803
7/23/2019,1.3651,6.8787
7/24/2019,1.3636,6.8717
7/25/2019,1.3666,6.8714
7/26/2019,1.3698,6.8785
7/29/2019,1.37,6.8927
7/30/2019,1.3711,6.8833
7/31/2019,1.3687,6.8833
8/1/2019,1.372,6.8972
8/2/2019,1.3754,6.9387
8/5/2019,1.3819,7.0481
8/6/2019,1.381,7.0192
8/7/2019,1.3831,7.0592
8/8/2019,1.3813,7.044
8/9/2019,1.384,7.0613
8/12/2019,1.3866,7.0578
8/13/2019,1.383,7.0423
8/14/2019,1.3896,7.0224
8/15/2019,1.3885,7.0327
8/16/2019,1.3852,7.0413
8/19/2019,1.3861,7.0499
8/20/2019,1.385,7.0597
8/21/2019,1.3829,7.0623
8/22/2019,1.3857,7.0829
8/23/2019,1.3868,7.0928
8/26/2019,1.3878,7.1503
8/27/2019,1.389,7.1603
8/28/2019,1.3881,7.1628
8/29/2019,1.388,7.1434
8/30/2019,1.3879,7.1543
